gap, SingleAtomAcceptor, Arom5, Arom6, ThreeWayAttach, RH5_5, RH6_6, SingleAtomDonor, 
   1.19000,   3.00000,   5.00000,   1.00000,   6.00000,   2.00000,   0.00000,   0.00000
   1.60000,   2.00000,   0.00000,   3.00000,   8.00000,   0.00000,   1.00000,   0.00000
   1.49000,   2.00000,   3.00000,   2.00000,   8.00000,   1.00000,   2.00000,   1.00000
   1.36000,   0.00000,   2.00000,   2.00000,   9.00000,   1.00000,   2.00000,   1.00000
   1.98000,   6.00000,   3.00000,   4.00000,   6.00000,   0.00000,   2.00000,   0.00000
   1.81000,   1.00000,   2.00000,   4.00000,  10.00000,   1.00000,   3.00000,   1.00000
   2.91000,   2.00000,   2.00000,   3.00000,   5.00000,   0.00000,   2.00000,   0.00000
   2.17000,   1.00000,   3.00000,   3.00000,  11.00000,   2.00000,   2.00000,   0.00000
   2.19000,   0.00000,   3.00000,   3.00000,   7.00000,   0.00000,   3.00000,   1.00000
   1.71000,   1.00000,   3.00000,   2.00000,   9.00000,   0.00000,   2.00000,   2.00000
   2.08000,   0.00000,   3.00000,   3.00000,  10.00000,   1.00000,   3.00000,   1.00000
   1.42000,   3.00000,   5.00000,   1.00000,   5.00000,   1.00000,   0.00000,   0.00000
   2.96000,   1.00000,   2.00000,   3.00000,   4.00000,   0.00000,   2.00000,   1.00000
   2.59000,   1.00000,   4.00000,   2.00000,   5.00000,   1.00000,   1.00000,   2.00000
   1.14000,   5.00000,   4.00000,   2.00000,   8.00000,   3.00000,   0.00000,   1.00000
   2.54000,   1.00000,   2.00000,   4.00000,   9.00000,   1.00000,   3.00000,   1.00000
   2.37000,   1.00000,   3.00000,   3.00000,   7.00000,   1.00000,   2.00000,   1.00000
   2.40000,   1.00000,   4.00000,   1.00000,   6.00000,   2.00000,   0.00000,   1.00000
   2.08000,   1.00000,   4.00000,   1.00000,   8.00000,   2.00000,   1.00000,   0.00000
   1.34000,   3.00000,   2.00000,   1.00000,   8.00000,   1.00000,   0.00000,   0.00000
   1.98000,   1.00000,   3.00000,   2.00000,  11.00000,   3.00000,   1.00000,   0.00000
   1.35000,   5.00000,   5.00000,   1.00000,   5.00000,   2.00000,   0.00000,   0.00000
   2.17000,   2.00000,   2.00000,   4.00000,  11.00000,   0.00000,   2.00000,   2.00000
   2.68000,   1.00000,   3.00000,   3.00000,   8.00000,   1.00000,   2.00000,   1.00000
   1.62000,   4.00000,   5.00000,   3.00000,   8.00000,   1.00000,   2.00000,   1.00000
   1.22000,   2.00000,   4.00000,   1.00000,   9.00000,   3.00000,   0.00000,   0.00000
   2.43000,   0.00000,   1.00000,   2.00000,   8.00000,   1.00000,   2.00000,   0.00000
   2.15000,   0.00000,   3.00000,   3.00000,  12.00000,   1.00000,   3.00000,   2.00000
   1.70000,   1.00000,   3.00000,   1.00000,   9.00000,   2.00000,   0.00000,   0.00000
   1.77000,   0.00000,   2.00000,   3.00000,   9.00000,   0.00000,   3.00000,   1.00000
   1.84000,   0.00000,   3.00000,   1.00000,   9.00000,   2.00000,   1.00000,   0.00000
   2.49000,   0.00000,   2.00000,   4.00000,  10.00000,   0.00000,   4.00000,   1.00000
   1.50000,   3.00000,   2.00000,   3.00000,   5.00000,   1.00000,   1.00000,   1.00000
   2.24000,   1.00000,   3.00000,   4.00000,  12.00000,   3.00000,   3.00000,   0.00000
   2.19000,   2.00000,   0.00000,   4.00000,   9.00000,   0.00000,   2.00000,   0.00000
   2.18000,   1.00000,   3.00000,   3.00000,  11.00000,   1.00000,   2.00000,   0.00000
   1.69000,   1.00000,   3.00000,   3.00000,  10.00000,   2.00000,   2.00000,   1.00000
   1.29000,   1.00000,   4.00000,   1.00000,  10.00000,   2.00000,   1.00000,   1.00000
   2.51000,   2.00000,   2.00000,   3.00000,   7.00000,   1.00000,   1.00000,   1.00000
